date,active_users,transaction_volume,null_user_id_rate
2026-08-01 13:25:28.001949,6126,25502.135295603013,0.01325044568707964
2026-08-02 13:25:28.001949,6459,29127.267288786134,0.006234221521788219
2026-08-03 13:25:28.001949,5860,35742.69294896713,0.010401360423556216
2026-08-04 13:25:28.001949,6294,32958.350559263476,0.010934205586865593
2026-08-05 13:25:28.001949,6130,28736.874205941258,0.003697089110510541
2026-08-06 13:25:28.001949,6095,38355.586841671386,0.019391692555291173
2026-08-07 13:25:28.001949,6724,24184.815819561256,0.015502656467222292
2026-08-08 13:25:28.001949,6044,28764.339456056543,0.018789978831283784
2026-08-09 13:25:28.001949,6638,30990.85529881075,0.017896547008552977
2026-08-10 13:25:28.001949,5121,33682.099526511076,0.011957999576221703
2026-08-11 13:25:28.001949,5466,43555.27884179041,0.018437484700462338
2026-08-12 13:25:28.001949,6238,25990.213464750792,0.00176985004103839
2026-08-13 13:25:28.001949,5330,35427.033152408345,0.003919657248382904
2026-08-14 13:25:28.001949,6482,37772.437065861275,0.0009045457782107613
2026-08-15 13:25:28.001949,5087,21393.512381599932,0.006506606615265287
2026-08-16 13:25:28.001949,6396,38226.345557043154,0.0077735457937896405
2026-08-17 13:25:28.001949,6123,25115.723710618746,0.005426980635477918
2026-08-18 13:25:28.001949,5871,21951.547789558386,0.016574750183038587
2026-08-19 13:25:28.001949,6687,48466.5661176,0.007135066533871786
2026-08-20 13:25:28.001949,5130,48968.96099223678,0.005618690193747615
2026-08-21 13:25:28.001949,6685,44251.92044349383,0.01085392166316497
2026-08-22 13:25:28.001949,6332,29138.41307520112,0.002818484499495253
2026-08-23 13:25:28.001949,5769,22930.163420191515,0.016043939615080792
2026-08-24 13:25:28.001949,5343,40526.990795364705,0.0014910128735954164
2026-08-25 13:25:28.001949,6515,33204.57481218804,0.019737738732010346
2026-08-26 13:25:28.001949,6437,23661.147045343365,0.015444895385933148
2026-08-27 13:25:28.001949,5805,34855.30730333811,0.003974313630683448
2026-08-28 13:25:28.001949,5385,21031.65563345655,0.00011044234247204799
2026-08-29 13:25:28.001949,6215,47279.61206236346,0.016309228569096685
2026-08-30 13:25:28.001949,1200,27763.399448000506,0.35
